"","func","def","fungen","pkg","pag"
"10119","as.person","Persons","person","utils","2029"
"11117","as.personList","Persons","person","utils","2029"
"12102","as.relistable","Allow Re-Listing an unlist()ed Object","relist","utils","2058"
"1330","as.roman","Roman Numerals","roman","utils","2063"
"1430","asDateBuilt","Package Description","packageDescription","utils","2024"
"1529","askYesNo","Ask a Yes/No Question","askYesNo","utils","1904"
"1629","aspell","Spell Check Interface","aspell","utils","1905"
"1727","aspell-utils","Spell Check Utilities","aspell-utils","utils","1907"
"1827","aspell_package_C_files","Spell Check Utilities","aspell-utils","utils","1907"
"1927","aspell_package_Rd_files","Spell Check Utilities","aspell-utils","utils","1907"
"2027","aspell_package_R_files","Spell Check Utilities","aspell-utils","utils","1907"
"2136","aspell_package_vignettes","Spell Check Utilities","aspell-utils","utils","1907"
"2227","aspell_write_personal_dictionary_file","Spell Check Utilities","aspell-utils","utils","1907"
"2327","assignInMyNamespace","Utility Functions for Developing Namespaces","getFromNamespace","utils","1971"
"2427","assignInNamespace","Utility Functions for Developing Namespaces","getFromNamespace","utils","1971"
"2525","available.packages","List Available Packages at CRAN-like Repositories","available.packages","utils","1908"
"2625","BATCH","Batch Execution of R","BATCH","utils","1911"
"2724","bibentry","Bibliography Entries","bibentry","utils","1912"
"2824","browseEnv","Browse Objects in Environment","browseEnv","utils","1916"
"2923","browseURL","Load URL into an HTML Browser","browseURL","utils","1917"
"3020","browseVignettes","List Vignettes in an HTML Browser","browseVignettes","utils","1919"
"3125","bug.report","Send a Bug Report","bug.report","utils","1920"
"3220","build","Utilities for Building and Checking Add-on Packages","PkgUtils","utils","2032"
"3320","c.person","Persons","person","utils","2029"
"3420","capture.output","Send Output to a Character String or File","capture.output","utils","1922"
"3519","changedFiles","Detect which Files Have Changed","changedFiles","utils","1923"
"3619","charClass","Character Classification","charClass","utils","1925"
"3719","check","Utilities for Building and Checking Add-on Packages","PkgUtils","utils","2032"
"3819","checkCRAN","Managing Repository Mirrors","mirrorAdmin","utils","2015"
"3919","choose.dir","Choose a Folder Interactively on MS Windows","choose.dir","utils","1927"
"4019","choose.files","Choose a List of Files Interactively on MS Windows","choose.files","utils","1928"
"4124","chooseBioCmirror","Select a Bioconductor Mirror","chooseBioCmirror","utils","1929"
"4219","chooseCRANmirror","Select a CRAN Mirror","chooseCRANmirror","utils","1930"
"4319","CITATION","Citing R and R Packages in Publications","citation","utils","1931"
"4419","citation","Citing R and R Packages in Publications","citation","utils","1931"
"4519","cite","Cite a Bibliography Entry","cite","utils","1932"
"4619","citeNatbib","Cite a Bibliography Entry","cite","utils","1932"
"4719","citEntry","Bibliography Entries (Older Interface)","citEntry","utils","1935"
"4819","citFooter","Bibliography Entries (Older Interface)","citEntry","utils","1935"
"4919","citHeader","Bibliography Entries (Older Interface)","citEntry","utils","1935"
"5019","clipboard","Read/Write to/from the Clipboard in MS Windows","clipboard","utils","1936"
"5124","close.socket","Close a Socket","close.socket","utils","1937"
"5219","close.txtProgressBar","Text Progress Bar","txtProgressBar","utils","2106"
"5319","close.winProgressBar","Progress Bars under MS Windows","winProgressBar","utils","2124"
"5419","clrhash","Hash Tables (Experimental)","hashtab","utils","1980"
"5519","combn","Generate All Combinations of n Elements, Taken m at a Time","combn","utils","1938"
"5619","compareVersion","Compare Two Package Version Numbers","compareVersion","utils","1939"
"5719","COMPILE","Compile Files for Use with R on Unix-alikes","COMPILE","utils","1940"
"5819","completion","A Completion Generator for R","rcompgen","utils","2040"
"5918","contrib.url","Find Appropriate Paths in CRAN-like Repositories","contrib.url","utils","1941"
"6018","count.fields","Count the Number of Fields per Line","count.fields","utils","1941"
"6121","create.post","Ancillary Function for Preparing Emails and Postings","create.post","utils","1942"
"6218","data","Data Sets","data","utils","1944"
"6318","data.entry","Spreadsheet Interface for Entering Data","dataentry","utils","1946"
"6418","dataentry","Spreadsheet Interface for Entering Data","dataentry","utils","1946"
"6518","de","Spreadsheet Interface for Entering Data","dataentry","utils","1946"
"6618","debugcall","Debug a Call","debugcall","utils","1948"
"6718","debugger","Post-Mortem Debugging","debugger","utils","1949"
"6818","demo","Demonstrations of R Functionality","demo","utils","1951"
"6918","DLL.version","DLL Version Information on MS Windows","DLL.version","utils","1953"
"7018","download.file","Download File from the Internet","download.file","utils","1953"
"7121","download.packages","Download Packages from CRAN-like Repositories","download.packages","utils","1957"
"7218","dump.frames","Post-Mortem Debugging","debugger","utils","1949"
"7318","edit","Invoke a Text Editor","edit","utils","1958"
"7418","edit.data.frame","Edit Data Frames and Matrices","edit.data.frame","utils","1960"
"7518","edit.vignette","View, List or Get R Source of Package Vignettes","vignette","utils","2118"
"7618","emacs","Invoke a Text Editor","edit","utils","1958"
"7718","example","Run an Examples Section from the Online Help","example","utils","1961"
"7818","file.edit","Edit One or More Files","file.edit","utils","1963"
"7918","fileSnapshot","Detect which Files Have Changed","changedFiles","utils","1923"
"8018","file_test","Shell-style Tests on Files","filetest","utils","595"
"8121","Filters","Choose a List of Files Interactively on MS Windows","choose.files","utils","1928"
"8218","find","Find Objects by (Partial) Name","apropos","utils","1900"
"8318","findLineNum","Find the Location of a Line of Source Code, or Set a Breakpoint There","findLineNum","utils","1966"
"8418","fix","Fix an Object","fix","utils","1967"
"8518","fixInNamespace","Utility Functions for Developing Namespaces","getFromNamespace","utils","1971"
"8618","flush.console","Flush Output to a Console","flush.console","utils","1968"
"8718","format.bibentry","Bibliography Entries","bibentry","utils","1912"
"8818","format.citation","Bibliography Entries","bibentry","utils","1912"
"8918","format.hashtab","Hash Tables (Experimental)","hashtab","utils","1980"
"9018","format.MethodsFunction","List Methods for S3 Generic Functions or Classes","methods","utils","2013"
"9121","format.object_size","Report the Space Allocated for an Object","object.size","utils","2019"
"9218","format.person","Persons","person","utils","2029"
"9318","formatOL","Format Unordered and Ordered Lists","format","utils","1969"
"9418","formatUL","Format Unordered and Ordered Lists","format","utils","1969"
"9518","getAnywhere","Retrieve an R Object, Including from a Namespace","getAnywhere","utils","1970"
"9618","getBioCmirrors","Select a Bioconductor Mirror","chooseBioCmirror","utils","1929"
"9718","getClipboardFormats","Read/Write to/from the Clipboard in MS Windows","clipboard","utils","1936"
"9818","getCRANmirrors","Select a CRAN Mirror","chooseCRANmirror","utils","1930"
"9918","getFromNamespace","Utility Functions for Developing Namespaces","getFromNamespace","utils","1971"
"10017","gethash","Hash Tables (Experimental)","hashtab","utils","1980"
"10120","getIdentification","Set the Window Title or the Statusbar of the RGui in Windows","setWindowTitle","utils","2087"
"10217","getParseData","Get Detailed Parse Information from Object","getParseData","utils","1972"
"10317","getParseText","Get Detailed Parse Information from Object","getParseData","utils","1972"
"10417","getS3method","Get an S3 Method","getS3method","utils","1974"
"10517","getSrcDirectory","Source Reference Utilities","sourceutils","utils","2091"
"10617","getSrcFilename","Source Reference Utilities","sourceutils","utils","2091"
"10717","getSrcLocation","Source Reference Utilities","sourceutils","utils","2091"
"10817","getSrcref","Source Reference Utilities","sourceutils","utils","2091"
"10917","getTxtProgressBar","Text Progress Bar","txtProgressBar","utils","2106"
"11017","getWindowsHandle","Get a Windows Handle","getWindowsHandle","utils","1975"
"11118","getWindowsHandles","Get handles of Windows in the MS Windows RGui","getWindowsHandles","utils","1976"
"11216","getWindowTitle","Set the Window Title or the Statusbar of the RGui in Windows","setWindowTitle","utils","2087"
"11316","getWinProgressBar","Progress Bars under MS Windows","winProgressBar","utils","2124"
"11416","glob2rx","Change Wildcard or Globbing Pattern into Regular Expression","glob2rx","utils","1977"
"11516","globalVariables","Declarations Used in Checking a Package","globalVariables","utils","1978"
"11616","hashtab","Hash Tables (Experimental)","hashtab","utils","1980"
"11716","hasName","Check for Name","hasName","utils","1983"
"11816","head","Return the First or Last Parts of an Object","head","utils","1983"
"11916","help","Documentation","help","utils","1986"
"12016","help.request","Send a Post to R-help","help.request","utils","1989"
"12116","help.search","Search the Help System","help.search","utils","1990"
"12216","help.start","Hypertext Documentation","help.start","utils","1993"
"12316","history","Load or Save or Display the Commands History","savehistory","utils","2082"
"12416","hsearch_db","Help Search Utilities","hsearch-utils","utils","1994"
"12516","hsearch_db_concepts","Help Search Utilities","hsearch-utils","utils","1994"
"12616","hsearch_db_keywords","Help Search Utilities","hsearch-utils","utils","1994"
"12716","INSTALL","Install Add-on Packages","INSTALL","utils","1995"
"12815","install.packages","Install Packages from Repositories or Local Files","install.packages","utils","1997"
"12912","installed.packages","Find Installed Packages","installed.packages","utils","2003"
"1307","is.hashtab","Hash Tables (Experimental)","hashtab","utils","1980"
"13113","is.relistable","Allow Re-Listing an unlist()ed Object","relist","utils","2058"
"13210","isS3method","Is 'method' the Name of an S3 Method?","isS3method","utils","2004"
"1337","isS3stdGeneric","Check if a Function Acts as an S3 Generic","isS3stdGen","utils","595"
"1347","length.hashtab","Hash Tables (Experimental)","hashtab","utils","1980"
"1357","limitedLabels","Browsing after an Error","recover","utils","2057"
"1367","LINK","Create Executable Programs on Unix-alikes","LINK","utils","2006"
"1377","loadhistory","Load or Save or Display the Commands History","savehistory","utils","2082"
"1387","loadRconsole","R for Windows Configuration","Rconsole","utils","1287"
"1397","localeToCharset","Select a Suitable Encoding Name from a Locale Name","localeToCharset","utils","2007"
"1407","ls.str","List Objects and their Structure","ls_str","utils","2008"
"14113","lsf.str","List Objects and their Structure","ls_str","utils","2008"
"14210","maintainer","Show Package Maintainer","maintainer","utils","2009"
"1437","make.packages.html","Update HTML Package List","make.packages"">make.packages","utils","62"
"1447","make.socket","Create a Socket Connection","make.socket","utils","2011"
"1457","maphash","Hash Tables (Experimental)","hashtab","utils","1980"
"1467","menu","Menu Interaction Function","menu","utils","2012"
"1477","methods","List Methods for S3 Generic Functions or Classes","methods","utils","2013"
"1487","mirror2html","Managing Repository Mirrors","mirrorAdmin","utils","2015"
"1496","mirrorAdmin","Managing Repository Mirrors","mirrorAdmin","utils","2015"
"1506","modifyList","Recursively Modify Elements of a List","modifyList","utils","2016"
"15112","new.packages","Compare Installed Packages with CRAN-like Repositories","update.packages","utils","2113"
"15210","news","Build and Query R or Package News Information","news","utils","2016"
"1536","nsl","Look up the IP Address by Hostname (on Unix-alikes)","nsl","utils","2019"
"1546","numhash","Hash Tables (Experimental)","hashtab","utils","1980"
"1556","object.size","Report the Space Allocated for an Object","object.size","utils","2019"
"1566","old.packages","Compare Installed Packages with CRAN-like Repositories","update.packages","utils","2113"
"1576","Ops.roman","Roman Numerals","roman","utils","2063"
"1586","osVersion","Collect Information About the Current R Session","sessionInfo","utils","2084"
"1596","package.skeleton","Create a Skeleton for a New Source Package","package.skeleton","utils","2022"
"1606","packageDate","Package Description","packageDescription","utils","2024"
"16112","packageDescription","Package Description","packageDescription","utils","2024"
"16210","packageName","Find Package Associated with an Environment","packageName","utils","2026"
"1636","packageStatus","Package Management Tools","packageStatus","utils","2026"
"1646","packageVersion","Package Description","packageDescription","utils","2024"
"1656","page","Invoke a Pager on an R Object","page","utils","2028"
"1666","person","Persons","person","utils","2029"
"1676","personList","Persons","person","utils","2029"
"1685","pico","Invoke a Text Editor","edit","utils","1958"
"1695","print.bibentry","Bibliography Entries","bibentry","utils","1912"
"1705","print.Bibtex","Converting R Objects to BibTeX or LaTeX","toLatex","utils","2105"
"17112","print.browseVignettes","List Vignettes in an HTML Browser","browseVignettes","utils","1919"
"1728","print.changedFiles","Detect which Files Have Changed","changedFiles","utils","1923"
"1735","print.citation","Bibliography Entries","bibentry","utils","1912"
"1745","print.getAnywhere","Retrieve an R Object, Including from a Namespace","getAnywhere","utils","1970"
"1755","print.hashtab","Hash Tables (Experimental)","hashtab","utils","1980"
"1765","print.hsearch","Search the Help System","help.search","utils","1990"
"1775","print.Latex","Converting R Objects to BibTeX or LaTeX","toLatex","utils","2105"
"1785","print.ls_str","List Objects and their Structure","ls_str","utils","2008"
"1795","print.MethodsFunction","List Methods for S3 Generic Functions or Classes","methods","utils","2013"
"1805","print.news_db","Build and Query R or Package News Information","news","utils","2016"
"18112","print.object_size","Report the Space Allocated for an Object","object.size","utils","2019"
"1828","print.packageDescription","Package Description","packageDescription","utils","2024"
"1835","print.packageIQR","Data Sets","data","utils","1944"
"1845","print.packageStatus","Package Management Tools","packageStatus","utils","2026"
"1855","print.person","Persons","person","utils","2029"
"1865","print.sessionInfo","Collect Information About the Current R Session","sessionInfo","utils","2084"
"1875","print.socket","Create a Socket Connection","make.socket","utils","2011"
"1885","print.vignette","View, List or Get R Source of Package Vignettes","vignette","utils","2118"
"1895","process.events","Trigger Event Handling","process.events","utils","2033"
"1905","prompt","Produce Prototype of an R Documentation File","prompt","utils","2034"
"19112","promptData","Generate Outline Documentation for a Data Set","promptData","utils","2036"
"1928","promptImport","Produce Prototype of an R Documentation File","prompt","utils","2034"
"1935","promptPackage","Generate a Shell for Documentation of a Package","promptPackage","utils","2037"
"1945","Question","Documentation Shortcuts","Question","utils","2038"
"1955","rc.settings","A Completion Generator for R","rcompgen","utils","2040"
"1965","rcompgen","A Completion Generator for R","rcompgen","utils","2040"
"1975","Rconsole","R for Windows Configuration","Rconsole","utils","1287"
"1985","Rdevga","R for Windows Configuration","Rconsole","utils","1287"
"1995","read.DIF","Data Input from Spreadsheet","read.DIF","utils","2045"
"2005","read.fortran","Read Fixed-Format Data in a Fortran-like Style","read.fortran","utils","2047"
"20112","read.fwf","Read Fixed Width Format Files","read.fwf","utils","2048"
"2028","read.socket","Read from or Write to a Socket","read.socket","utils","2050"
"2035","read.table","Data Input","read.table","utils","2051"
"2045","readCitationFile","Citing R and R Packages in Publications","citation","utils","1931"
"2055","readClipboard","Read/Write to/from the Clipboard in MS Windows","clipboard","utils","1936"
"2065","readRegistry","Read a Windows Registry Hive","readRegistry","utils","2056"
"2075","recover","Browsing after an Error","recover","utils","2057"
"2085","relist","Allow Re-Listing an unlist()ed Object","relist","utils","2058"
"2095","remhash","Hash Tables (Experimental)","hashtab","utils","1980"
"21012","REMOVE","Remove Add-on Packages","REMOVE","utils","2060"
"21112","remove.packages","Remove Installed Packages","remove.packages","utils","2061"
"21210","removeSource","Remove Stored Source from a Function or Language Object","removeSource","utils","2062"
"2137","RHOME","R Home Directory","RHOME","utils","2063"
"2145","Rprof","Enable Profiling of R's Execution","Rprof","utils","2065"
"2155","Rprofmem","Enable Profiling of R's Memory Use","Rprofmem","utils","2067"
"2165","Rscript","Scripting Front-End for R","Rscript","utils","2069"
"2175","RShowDoc","Show R Manuals and Other Documentation","RShowDoc","utils","2070"
"2185","RSiteSearch","Search for Key Words or Phrases in Documentation","RSiteSearch","utils","2071"
"2195","rtags","An Etags-like Tagging Utility for R","rtags","utils","2072"
"2205","Rtangle","R Driver for Stangle","Rtangle","utils","2074"
"22112","RtangleSetup","R Driver for Stangle","Rtangle","utils","2074"
"2228","RweaveLatex","R/LaTeX Driver for Sweave","RweaveLatex","utils","2076"
"2235","RweaveLatexSetup","R/LaTeX Driver for Sweave","RweaveLatex","utils","2076"
"2245","R_AVAILABLE_PACKAGES_CACHE_CONTROL_MAX_AGE","List Available Packages at CRAN-like Repositories","available.packages","utils","1908"
"2255","R_INSTALL_STAGED","Install Add-on Packages","INSTALL","utils","1995"
"2265","R_INSTALL_TAR","Install Add-on Packages","INSTALL","utils","1995"
"2275","savehistory","Load or Save or Display the Commands History","savehistory","utils","2082"
"2285","select.list","Select Items from a List","select.list","utils","2083"
"2295","sessionInfo","Collect Information About the Current R Session","sessionInfo","utils","2084"
"2305","setBreakpoint","Find the Location of a Line of Source Code, or Set a Breakpoint There","findLineNum","utils","1966"
"23112","sethash","Hash Tables (Experimental)","hashtab","utils","1980"
"2328","setRepositories","Select Package Repositories","setRepositories","utils","2086"
"2335","setStatusBar","Set the Window Title or the Statusbar of the RGui in Windows","setWindowTitle","utils","2087"
"2345","setTxtProgressBar","Text Progress Bar","txtProgressBar","utils","2106"
"2355","setWindowTitle","Set the Window Title or the Statusbar of the RGui in Windows","setWindowTitle","utils","2087"
"2365","setWinProgressBar","Progress Bars under MS Windows","winProgressBar","utils","2124"
"2375","SHLIB","Build Shared Object/DLL for Dynamic Loading","SHLIB","utils","2088"
"2385","shortPathName","Express File Paths in Short Form on Windows","shortPathName","utils","2090"
"2395","sort.bibentry","Bibliography Entries","bibentry","utils","1912"
"2405","stack","Stack or Unstack Vectors from a Data Frame or List","stack","utils","2092"
"24111","Stangle","Automatic Generation of Reports","Sweave","utils","2100"
"2428","str","Compactly Display the Structure of an Arbitrary R Object","str","utils","2093"
"2435","str.hashtab","Hash Tables (Experimental)","hashtab","utils","1980"
"2444","strcapture","Capture String Tokens into a data.frame","strcapture","utils","2096"
"2454","strOptions","Compactly Display the Structure of an Arbitrary R Object","str","utils","2093"
"2464","summary.packageStatus","Package Management Tools","packageStatus","utils","2026"
"2474","Summary.roman","Roman Numerals","roman","utils","2063"
"2484","summaryRprof","Summarise Output of R Sampling Profiler","summaryRprof","utils","2097"
"2494","suppressForeignCheck","Declarations Used in Checking a Package","globalVariables","utils","1978"
"2504","Sweave","Automatic Generation of Reports","Sweave","utils","2100"
"25111","SweaveSyntaxLatex","Automatic Generation of Reports","Sweave","utils","2100"
"2526","SweaveSyntaxNoweb","Automatic Generation of Reports","Sweave","utils","2100"
"2534","SweaveSyntConv","Convert Sweave Syntax","SweaveSyntConv","utils","2102"
"2544","tail","Return the First or Last Parts of an Object","head","utils","1983"
"2554","tar","Create a Tar Archive","tar","utils","2103"
"2564","timestamp","Load or Save or Display the Commands History","savehistory","utils","2082"
"2574","toBibtex","Converting R Objects to BibTeX or LaTeX","toLatex","utils","2105"
"2584","toBibtex.person","Persons","person","utils","2029"
"2594","toLatex","Converting R Objects to BibTeX or LaTeX","toLatex","utils","2105"
"2604","toLatex.sessionInfo","Collect Information About the Current R Session","sessionInfo","utils","2084"
"26111","txtProgressBar","Text Progress Bar","txtProgressBar","utils","2106"
"2626","type.convert","Convert Data to Appropriate Type","type.convert","utils","2107"
"2634","type.convert.default","Convert Data to Appropriate Type","type.convert","utils","2107"
"2644","typhash","Hash Tables (Experimental)","hashtab","utils","1980"
"2654","undebugcall","Debug a Call","debugcall","utils","1948"
"2664","unlist.relistable","Allow Re-Listing an unlist()ed Object","relist","utils","2058"
"2674","unstack","Stack or Unstack Vectors from a Data Frame or List","stack","utils","2092"
"2684","untar","Extract or List Tar Archives","untar","utils","2109"
"2694","unzip","Extract or List Zip Archives","unzip","utils","2112"
"2704","update.packages","Compare Installed Packages with CRAN-like Repositories","update.packages","utils","2113"
"27111","update.packageStatus","Package Management Tools","packageStatus","utils","2026"
"2725","upgrade.packageStatus","Package Management Tools","packageStatus","utils","2026"
"2734","url.show","Display a Text URL","url.show","utils","2115"
"2744","URLdecode","Encode or Decode (partial) URLs","URLencode","utils","2116"
"2754","URLencode","Encode or Decode (partial) URLs","URLencode","utils","2116"
"2764","utils","The R Utils Package","utils-package","utils","1897"
"2774","utils-deprecated","Deprecated Functions in Package 'utils'","utils-deprecated","utils","2117"
"2784","vi","Invoke a Text Editor","edit","utils","1958"
"2794","View","Invoke a Data Viewer","View","utils","2117"
"2804","vignette","View, List or Get R Source of Package Vignettes","vignette","utils","2118"
"28111","vignettes","View, List or Get R Source of Package Vignettes","vignette","utils","2118"
"2825","warnErrList","Collect and Summarize Errors From List","warnErrList","utils","2120"
"2834","win.version","Get Windows Version","winextras","utils","2122"
"2844","winDialog","Dialog Boxes under Windows","winDialog","utils","2121"
"2854","winDialogString","Dialog Boxes under Windows","winDialog","utils","2121"
"2864","winMenuAdd","User Menus under MS Windows (Rgui)","winMenus","utils","2122"
"2874","winMenuAddItem","User Menus under MS Windows (Rgui)","winMenus","utils","2122"
"2883","winMenuDel","User Menus under MS Windows (Rgui)","winMenus","utils","2122"
"2893","winMenuDelItem","User Menus under MS Windows (Rgui)","winMenus","utils","2122"
"2903","winMenuItems","User Menus under MS Windows (Rgui)","winMenus","utils","2122"
"29110","winMenuNames","User Menus under MS Windows (Rgui)","winMenus","utils","2122"
"2924","winProgressBar","Progress Bars under MS Windows","winProgressBar","utils","2124"
"2933","write.socket","Read from or Write to a Socket","read.socket","utils","2050"
"2943","write.table","Data Output","write.table","utils","2125"
"2953","writeClipboard","Read/Write to/from the Clipboard in MS Windows","clipboard","utils","1936"
"2962","wsbrowser","Browse Objects in Environment","browseEnv","utils","1916"
"2972","xedit","Invoke a Text Editor","edit","utils","1958"
"2982","xemacs","Invoke a Text Editor","edit","utils","1958"
"2992","zip","Create Zip Archives","zip","utils","2128"
"3002","$.person","Persons","person","utils","2029"
"30110",".DollarNames","A Completion Generator for R","rcompgen","utils","2040"
"3022",".romans","Roman Numerals","roman","utils","2063"
"3032",".S3methods","List Methods for S3 Generic Functions or Classes","methods","utils","2013"
"3042","?","Documentation Shortcuts","Question","utils","2038"
"3052","??","Search the Help System","help.search","utils","1990"
"3062","[.getAnywhere","Retrieve an R Object, Including from a Namespace","getAnywhere","utils","1970"
"3072","[.person","Persons","person","utils","2029"
"3082","[[.hashtab","Hash Tables (Experimental)","hashtab","utils","1980"
"2138","bkde","Compute a Binned Kernel Density Estimate","bkde","KernSmooth","2133"
"3126","bkde2D","Compute a 2D Binned Kernel Density Estimate","bkde2D","KernSmooth","2134"
"4125","bkfe","Compute a Binned Kernel Functional Estimate","bkfe","KernSmooth","2136"
"5125","dpih","Select a Histogram Bin Width","dpih","KernSmooth","2137"
"6122","dpik","Select a Bandwidth for Kernel Density Estimation","dpik","KernSmooth","2138"
"7122","dpill","Select a Bandwidth for Local Linear Regression","dpill","KernSmooth","2139"
"8122","locpoly","Estimate Functions Using Local Polynomials","locpoly","KernSmooth","2141"
"2139","abbey","Determinations of Nickel Content","abbey","MASS","2143"
"3127","accdeaths","Accidental Deaths in the US 1973-1978","accdeaths","MASS","2143"
"4126","addterm","Try All One-Term Additions to a Model","addterm","MASS","2144"
"5126","addterm.default","Try All One-Term Additions to a Model","addterm","MASS","2144"
"6123","addterm.glm","Try All One-Term Additions to a Model","addterm","MASS","2144"
"7123","addterm.lm","Try All One-Term Additions to a Model","addterm","MASS","2144"
"8123","Aids2","Australian AIDS Survival Data","Aids2","MASS","2145"
"9122","Animals","Brain and Body Weights for 28 Species","Animals","MASS","2146"
"10121","anorexia","Anorexia Data on Weight Change","anorexia","MASS","2147"
"11119","anova.negbin","Likelihood Ratio Tests for Negative Binomial GLMs","anova.negbin","MASS","2147"
"12103","area","Adaptive Numerical Integration","area","MASS","2148"
"1338","as.character.fractions","Rational Approximation","fractions","MASS","2185"
"1438","as.fractions","Rational Approximation","fractions","MASS","2185"
"1530","bacteria","Presence of Bacteria after Drug Treatments","bacteria","MASS","2149"
"1630","bandwidth.nrd","Bandwidth for density() via Normal Reference Distribution","bandwidth.nrd","MASS","2150"
"1729","bcv","Biased Cross-Validation for Bandwidth Selection","bcv","MASS","2151"
"1829","beav1","Body Temperature Series of Beaver 1","beav1","MASS","2152"
"1929","beav2","Body Temperature Series of Beaver 2","beav2","MASS","2153"
"2029","biopsy","Biopsy Data on Breast Cancer Patients","biopsy","MASS","2155"
"2140","birthwt","Risk Factors Associated with Low Infant Birth Weight","birthwt","MASS","2156"
"2229","Boston","Housing Values in Suburbs of Boston","Boston","MASS","2157"
"2329","boxcox","Box-Cox Transformations for Linear Models","boxcox","MASS","2158"
"2429","boxcox.default","Box-Cox Transformations for Linear Models","boxcox","MASS","2158"
"2527","boxcox.formula","Box-Cox Transformations for Linear Models","boxcox","MASS","2158"
"2627","boxcox.lm","Box-Cox Transformations for Linear Models","boxcox","MASS","2158"
"2726","cabbages","Data from a cabbage field trial","cabbages","MASS","2159"
"2826","caith","Colours of Eyes and Hair of People in Caithness","caith","MASS","2160"
"2925","Cars93","Data from 93 Cars on Sale in the USA in 1993","Cars93","MASS","2160"
"3023","cats","Anatomical Data from Domestic Cats","cats","MASS","2162"
"3128","cement","Heat Evolved by Setting Cements","cement","MASS","2162"
"3222","chem","Copper in Wholemeal Flour","chem","MASS","2163"
"3322","coef.lda","Linear Discriminant Analysis","lda","MASS","2205"
"3422","con2tr","Convert Lists to Data Frames for use by lattice","con2tr","MASS","2163"
"3520","confint.glm","Confidence Intervals for Model Parameters","confint","MASS","1371"
"3620","confint.nls","Confidence Intervals for Model Parameters","confint","MASS","1371"
"3720","confint.profile.glm","Confidence Intervals for Model Parameters","confint","MASS","1371"
"3820","confint.profile.nls","Confidence Intervals for Model Parameters","confint","MASS","1371"
"3920","contr.sdif","Successive Differences Contrast Coding","contr.sdif","MASS","2165"
"4020","coop","Co-operative Trial in Analytical Chemistry","coop","MASS","2166"
"4127","corresp","Simple Correspondence Analysis","corresp","MASS","2167"
"4220","corresp.data.frame","Simple Correspondence Analysis","corresp","MASS","2167"
"4320","corresp.default","Simple Correspondence Analysis","corresp","MASS","2167"
"4420","corresp.factor","Simple Correspondence Analysis","corresp","MASS","2167"
"4520","corresp.formula","Simple Correspondence Analysis","corresp","MASS","2167"
"4620","corresp.matrix","Simple Correspondence Analysis","corresp","MASS","2167"
"4720","corresp.xtabs","Simple Correspondence Analysis","corresp","MASS","2167"
"4820","cov.mcd","Resistant Estimation of Multivariate Location and Scatter","cov.rob","MASS","2168"
"4920","cov.mve","Resistant Estimation of Multivariate Location and Scatter","cov.rob","MASS","2168"
"5020","cov.rob","Resistant Estimation of Multivariate Location and Scatter","cov.rob","MASS","2168"
"5127","cov.trob","Covariance Estimation for Multivariate t Distribution","cov.trob","MASS","2170"
"5220","cpus","Performance of Computer CPUs","cpus","MASS","2171"
"5320","crabs","Morphological Measurements on Leptograpsus Crabs","crabs","MASS","2172"
"5420","Cushings","Diagnostic Tests on Patients with Cushing's Syndrome","Cushings","MASS","2173"
"5520","DDT","DDT in Kale","DDT","MASS","2173"
"5620","deaths","Monthly Deaths from Lung Diseases in the UK","deaths","MASS","2174"
"5720","denumerate","Transform an Allowable Formula for 'loglm' into one for 'terms'","denumerate","MASS","2174"
"5820","denumerate.formula","Transform an Allowable Formula for 'loglm' into one for 'terms'","denumerate","MASS","2174"
"5919","dose.p","Predict Doses for Binomial Assay model","dose.p","MASS","2175"
"6019","drivers","Deaths of Car Drivers in Great Britain 1969-84","drivers","MASS","2176"
"6124","dropterm","Try All One-Term Deletions from a Model","dropterm","MASS","2176"
"6219","dropterm.default","Try All One-Term Deletions from a Model","dropterm","MASS","2176"
"6319","dropterm.glm","Try All One-Term Deletions from a Model","dropterm","MASS","2176"
"6419","dropterm.lm","Try All One-Term Deletions from a Model","dropterm","MASS","2176"
"6519","eagles","Foraging Ecology of Bald Eagles","eagles","MASS","2178"
"6619","epil","Seizure Counts for Epileptics","epil","MASS","2179"
"6719","eqscplot","Plots with Geometrically Equal Scales","eqscplot","MASS","2180"
"6819","extractAIC.gls","Choose a model by AIC in a Stepwise Algorithm","stepAIC","MASS","2270"
"6919","extractAIC.lme","Choose a model by AIC in a Stepwise Algorithm","stepAIC","MASS","2270"
"7019","family.negbin","Fit a Negative Binomial Generalized Linear Model","glm.nb","MASS","2194"
"7124","farms","Ecological Factors in Farm Management","farms","MASS","2181"
"7219","fgl","Measurements of Forensic Glass Fragments","fgl","MASS","2182"
"7319","fitdistr","Maximum-likelihood Fitting of Univariate Distributions","fitdistr","MASS","2183"
"7419","forbes","Forbes' Data on Boiling Points in the Alps","forbes","MASS","2184"
"7519","fractions","Rational Approximation","fractions","MASS","2185"
"7619","GAGurine","Level of GAG in Urine of Children","GAGurine","MASS","2186"
"7719","galaxies","Velocities for 82 Galaxies","galaxies","MASS","2187"
"7819","gamma.dispersion","Calculate the MLE of the Gamma Dispersion Parameter in a GLM Fit","gamma.dispersion","MASS","2187"
"7919","gamma.shape","Estimate the Shape Parameter of the Gamma Distribution in a GLM Fit","gamma.shape.glm","MASS","2188"
