"","func","def","fungen","pkg","pag"
"3406","getParseText","Get Detailed Parse Information from Object","getParseData","utils","1972"
"3407","getS3method","Get an S3 Method","getS3method","utils","1974"
"3408","getSrcDirectory","Source Reference Utilities","sourceutils","utils","2091"
"3409","getSrcFilename","Source Reference Utilities","sourceutils","utils","2091"
"3410","getSrcLocation","Source Reference Utilities","sourceutils","utils","2091"
"3411","getSrcref","Source Reference Utilities","sourceutils","utils","2091"
"3412","getTxtProgressBar","Text Progress Bar","txtProgressBar","utils","2106"
"3413","getWindowsHandle","Get a Windows Handle","getWindowsHandle","utils","1975"
"3414","getWindowsHandles","Get handles of Windows in the MS Windows RGui","getWindowsHandles","utils","1976"
"3415","getWindowTitle","Set the Window Title or the Statusbar of the RGui in Windows","setWindowTitle","utils","2087"
"3416","getWinProgressBar","Progress Bars under MS Windows","winProgressBar","utils","2124"
"3417","glob2rx","Change Wildcard or Globbing Pattern into Regular Expression","glob2rx","utils","1977"
"3418","globalVariables","Declarations Used in Checking a Package","globalVariables","utils","1978"
"3419","hashtab","Hash Tables (Experimental)","hashtab","utils","1980"
"3420","hasName","Check for Name","hasName","utils","1983"
"3421","head","Return the First or Last Parts of an Object","head","utils","1983"
"3422","help","Documentation","help","utils","1986"
"3423","help.request","Send a Post to R-help","help.request","utils","1989"
"3424","help.search","Search the Help System","help.search","utils","1990"
"3425","help.start","Hypertext Documentation","help.start","utils","1993"
"3426","history","Load or Save or Display the Commands History","savehistory","utils","2082"
"3427","hsearch_db","Help Search Utilities","hsearch-utils","utils","1994"
"3428","hsearch_db_concepts","Help Search Utilities","hsearch-utils","utils","1994"
"3429","hsearch_db_keywords","Help Search Utilities","hsearch-utils","utils","1994"
"3430","INSTALL","Install Add-on Packages","INSTALL","utils","1995"
"3431","install.packages","Install Packages from Repositories or Local Files","install.packages","utils","1997"
"3432","installed.packages","Find Installed Packages","installed.packages","utils","2003"
"3433","is.hashtab","Hash Tables (Experimental)","hashtab","utils","1980"
"3434","is.relistable","Allow Re-Listing an unlist()ed Object","relist","utils","2058"
"3435","isS3method","Is 'method' the Name of an S3 Method?","isS3method","utils","2004"
"3436","isS3stdGeneric","Check if a Function Acts as an S3 Generic","isS3stdGen","utils","595"
"3437","length.hashtab","Hash Tables (Experimental)","hashtab","utils","1980"
"3438","limitedLabels","Browsing after an Error","recover","utils","2057"
"3439","LINK","Create Executable Programs on Unix-alikes","LINK","utils","2006"
"3440","loadhistory","Load or Save or Display the Commands History","savehistory","utils","2082"
"3441","loadRconsole","R for Windows Configuration","Rconsole","utils","1287"
"3442","localeToCharset","Select a Suitable Encoding Name from a Locale Name","localeToCharset","utils","2007"
"3443","ls.str","List Objects and their Structure","ls_str","utils","2008"
"3444","lsf.str","List Objects and their Structure","ls_str","utils","2008"
"3445","maintainer","Show Package Maintainer","maintainer","utils","2009"
"3446","make.packages.html","Update HTML Package List","make.packages"">make.packages","utils","62"
"3447","make.socket","Create a Socket Connection","make.socket","utils","2011"
"3448","maphash","Hash Tables (Experimental)","hashtab","utils","1980"
"3449","menu","Menu Interaction Function","menu","utils","2012"
"3450","methods","List Methods for S3 Generic Functions or Classes","methods","utils","2013"
"3451","mirror2html","Managing Repository Mirrors","mirrorAdmin","utils","2015"
"3452","mirrorAdmin","Managing Repository Mirrors","mirrorAdmin","utils","2015"
"3453","modifyList","Recursively Modify Elements of a List","modifyList","utils","2016"
"3454","new.packages","Compare Installed Packages with CRAN-like Repositories","update.packages","utils","2113"
"3455","news","Build and Query R or Package News Information","news","utils","2016"
"3456","nsl","Look up the IP Address by Hostname (on Unix-alikes)","nsl","utils","2019"
"3457","numhash","Hash Tables (Experimental)","hashtab","utils","1980"
"3458","object.size","Report the Space Allocated for an Object","object.size","utils","2019"
"3459","old.packages","Compare Installed Packages with CRAN-like Repositories","update.packages","utils","2113"
"3460","Ops.roman","Roman Numerals","roman","utils","2063"
"3461","osVersion","Collect Information About the Current R Session","sessionInfo","utils","2084"
"3462","package.skeleton","Create a Skeleton for a New Source Package","package.skeleton","utils","2022"
"3463","packageDate","Package Description","packageDescription","utils","2024"
"3464","packageDescription","Package Description","packageDescription","utils","2024"
"3465","packageName","Find Package Associated with an Environment","packageName","utils","2026"
"3466","packageStatus","Package Management Tools","packageStatus","utils","2026"
"3467","packageVersion","Package Description","packageDescription","utils","2024"
"3468","page","Invoke a Pager on an R Object","page","utils","2028"
"3469","person","Persons","person","utils","2029"
"3470","personList","Persons","person","utils","2029"
"3471","pico","Invoke a Text Editor","edit","utils","1958"
"3472","print.bibentry","Bibliography Entries","bibentry","utils","1912"
"3473","print.Bibtex","Converting R Objects to BibTeX or LaTeX","toLatex","utils","2105"
"3474","print.browseVignettes","List Vignettes in an HTML Browser","browseVignettes","utils","1919"
"3475","print.changedFiles","Detect which Files Have Changed","changedFiles","utils","1923"
"3476","print.citation","Bibliography Entries","bibentry","utils","1912"
"3477","print.getAnywhere","Retrieve an R Object, Including from a Namespace","getAnywhere","utils","1970"
"3478","print.hashtab","Hash Tables (Experimental)","hashtab","utils","1980"
"3479","print.hsearch","Search the Help System","help.search","utils","1990"
"3480","print.Latex","Converting R Objects to BibTeX or LaTeX","toLatex","utils","2105"
"3481","print.ls_str","List Objects and their Structure","ls_str","utils","2008"
"3482","print.MethodsFunction","List Methods for S3 Generic Functions or Classes","methods","utils","2013"
"3483","print.news_db","Build and Query R or Package News Information","news","utils","2016"
"3484","print.object_size","Report the Space Allocated for an Object","object.size","utils","2019"
"3485","print.packageDescription","Package Description","packageDescription","utils","2024"
"3486","print.packageIQR","Data Sets","data","utils","1944"
"3487","print.packageStatus","Package Management Tools","packageStatus","utils","2026"
"3488","print.person","Persons","person","utils","2029"
"3489","print.sessionInfo","Collect Information About the Current R Session","sessionInfo","utils","2084"
"3490","print.socket","Create a Socket Connection","make.socket","utils","2011"
"3491","print.vignette","View, List or Get R Source of Package Vignettes","vignette","utils","2118"
"3492","process.events","Trigger Event Handling","process.events","utils","2033"
"3493","prompt","Produce Prototype of an R Documentation File","prompt","utils","2034"
"3494","promptData","Generate Outline Documentation for a Data Set","promptData","utils","2036"
"3495","promptImport","Produce Prototype of an R Documentation File","prompt","utils","2034"
"3496","promptPackage","Generate a Shell for Documentation of a Package","promptPackage","utils","2037"
"3497","Question","Documentation Shortcuts","Question","utils","2038"
"3498","rc.settings","A Completion Generator for R","rcompgen","utils","2040"
"3499","rcompgen","A Completion Generator for R","rcompgen","utils","2040"
"3500","Rconsole","R for Windows Configuration","Rconsole","utils","1287"
"3501","Rdevga","R for Windows Configuration","Rconsole","utils","1287"
"3502","read.DIF","Data Input from Spreadsheet","read.DIF","utils","2045"
"3503","read.fortran","Read Fixed-Format Data in a Fortran-like Style","read.fortran","utils","2047"
"3504","read.fwf","Read Fixed Width Format Files","read.fwf","utils","2048"
"3505","read.socket","Read from or Write to a Socket","read.socket","utils","2050"
"3506","read.table","Data Input","read.table","utils","2051"
"3507","readCitationFile","Citing R and R Packages in Publications","citation","utils","1931"
"3508","readClipboard","Read/Write to/from the Clipboard in MS Windows","clipboard","utils","1936"
"3509","readRegistry","Read a Windows Registry Hive","readRegistry","utils","2056"
"3510","recover","Browsing after an Error","recover","utils","2057"
"3511","relist","Allow Re-Listing an unlist()ed Object","relist","utils","2058"
"3512","remhash","Hash Tables (Experimental)","hashtab","utils","1980"
"3513","REMOVE","Remove Add-on Packages","REMOVE","utils","2060"
"3514","remove.packages","Remove Installed Packages","remove.packages","utils","2061"
"3515","removeSource","Remove Stored Source from a Function or Language Object","removeSource","utils","2062"
"3516","RHOME","R Home Directory","RHOME","utils","2063"
"3517","Rprof","Enable Profiling of R's Execution","Rprof","utils","2065"
"3518","Rprofmem","Enable Profiling of R's Memory Use","Rprofmem","utils","2067"
"3519","Rscript","Scripting Front-End for R","Rscript","utils","2069"
"3520","RShowDoc","Show R Manuals and Other Documentation","RShowDoc","utils","2070"
"3521","RSiteSearch","Search for Key Words or Phrases in Documentation","RSiteSearch","utils","2071"
"3522","rtags","An Etags-like Tagging Utility for R","rtags","utils","2072"
"3523","Rtangle","R Driver for Stangle","Rtangle","utils","2074"
"3524","RtangleSetup","R Driver for Stangle","Rtangle","utils","2074"
"3525","RweaveLatex","R/LaTeX Driver for Sweave","RweaveLatex","utils","2076"
"3526","RweaveLatexSetup","R/LaTeX Driver for Sweave","RweaveLatex","utils","2076"
"3527","R_AVAILABLE_PACKAGES_CACHE_CONTROL_MAX_AGE","List Available Packages at CRAN-like Repositories","available.packages","utils","1908"
"3528","R_INSTALL_STAGED","Install Add-on Packages","INSTALL","utils","1995"
"3529","R_INSTALL_TAR","Install Add-on Packages","INSTALL","utils","1995"
"3530","savehistory","Load or Save or Display the Commands History","savehistory","utils","2082"
"3531","select.list","Select Items from a List","select.list","utils","2083"
"3532","sessionInfo","Collect Information About the Current R Session","sessionInfo","utils","2084"
"3533","setBreakpoint","Find the Location of a Line of Source Code, or Set a Breakpoint There","findLineNum","utils","1966"
"3534","sethash","Hash Tables (Experimental)","hashtab","utils","1980"
"3535","setRepositories","Select Package Repositories","setRepositories","utils","2086"
"3536","setStatusBar","Set the Window Title or the Statusbar of the RGui in Windows","setWindowTitle","utils","2087"
"3537","setTxtProgressBar","Text Progress Bar","txtProgressBar","utils","2106"
"3538","setWindowTitle","Set the Window Title or the Statusbar of the RGui in Windows","setWindowTitle","utils","2087"
"3539","setWinProgressBar","Progress Bars under MS Windows","winProgressBar","utils","2124"
"3540","SHLIB","Build Shared Object/DLL for Dynamic Loading","SHLIB","utils","2088"
"3541","shortPathName","Express File Paths in Short Form on Windows","shortPathName","utils","2090"
"3542","sort.bibentry","Bibliography Entries","bibentry","utils","1912"
"3543","stack","Stack or Unstack Vectors from a Data Frame or List","stack","utils","2092"
"3544","Stangle","Automatic Generation of Reports","Sweave","utils","2100"
"3545","str","Compactly Display the Structure of an Arbitrary R Object","str","utils","2093"
"3546","str.hashtab","Hash Tables (Experimental)","hashtab","utils","1980"
"3547","strcapture","Capture String Tokens into a data.frame","strcapture","utils","2096"
"3548","strOptions","Compactly Display the Structure of an Arbitrary R Object","str","utils","2093"
"3549","summary.packageStatus","Package Management Tools","packageStatus","utils","2026"
"3550","Summary.roman","Roman Numerals","roman","utils","2063"
"3551","summaryRprof","Summarise Output of R Sampling Profiler","summaryRprof","utils","2097"
"3552","suppressForeignCheck","Declarations Used in Checking a Package","globalVariables","utils","1978"
"3553","Sweave","Automatic Generation of Reports","Sweave","utils","2100"
"3554","SweaveSyntaxLatex","Automatic Generation of Reports","Sweave","utils","2100"
"3555","SweaveSyntaxNoweb","Automatic Generation of Reports","Sweave","utils","2100"
"3556","SweaveSyntConv","Convert Sweave Syntax","SweaveSyntConv","utils","2102"
"3557","tail","Return the First or Last Parts of an Object","head","utils","1983"
"3558","tar","Create a Tar Archive","tar","utils","2103"
"3559","timestamp","Load or Save or Display the Commands History","savehistory","utils","2082"
"3560","toBibtex","Converting R Objects to BibTeX or LaTeX","toLatex","utils","2105"
"3561","toBibtex.person","Persons","person","utils","2029"
"3562","toLatex","Converting R Objects to BibTeX or LaTeX","toLatex","utils","2105"
"3563","toLatex.sessionInfo","Collect Information About the Current R Session","sessionInfo","utils","2084"
"3564","txtProgressBar","Text Progress Bar","txtProgressBar","utils","2106"
"3565","type.convert","Convert Data to Appropriate Type","type.convert","utils","2107"
"3566","type.convert.default","Convert Data to Appropriate Type","type.convert","utils","2107"
"3567","typhash","Hash Tables (Experimental)","hashtab","utils","1980"
"3568","undebugcall","Debug a Call","debugcall","utils","1948"
"3569","unlist.relistable","Allow Re-Listing an unlist()ed Object","relist","utils","2058"
"3570","unstack","Stack or Unstack Vectors from a Data Frame or List","stack","utils","2092"
"3571","untar","Extract or List Tar Archives","untar","utils","2109"
"3572","unzip","Extract or List Zip Archives","unzip","utils","2112"
"3573","update.packages","Compare Installed Packages with CRAN-like Repositories","update.packages","utils","2113"
"3574","update.packageStatus","Package Management Tools","packageStatus","utils","2026"
"3575","upgrade.packageStatus","Package Management Tools","packageStatus","utils","2026"
"3576","url.show","Display a Text URL","url.show","utils","2115"
"3577","URLdecode","Encode or Decode (partial) URLs","URLencode","utils","2116"
"3578","URLencode","Encode or Decode (partial) URLs","URLencode","utils","2116"
"3579","utils","The R Utils Package","utils-package","utils","1897"
"3580","utils-deprecated","Deprecated Functions in Package 'utils'","utils-deprecated","utils","2117"
"3581","vi","Invoke a Text Editor","edit","utils","1958"
"3582","View","Invoke a Data Viewer","View","utils","2117"
"3583","vignette","View, List or Get R Source of Package Vignettes","vignette","utils","2118"
"3584","vignettes","View, List or Get R Source of Package Vignettes","vignette","utils","2118"
"3585","warnErrList","Collect and Summarize Errors From List","warnErrList","utils","2120"
"3586","win.version","Get Windows Version","winextras","utils","2122"
"3587","winDialog","Dialog Boxes under Windows","winDialog","utils","2121"
"3588","winDialogString","Dialog Boxes under Windows","winDialog","utils","2121"
"3589","winMenuAdd","User Menus under MS Windows (Rgui)","winMenus","utils","2122"
"3590","winMenuAddItem","User Menus under MS Windows (Rgui)","winMenus","utils","2122"
"3591","winMenuDel","User Menus under MS Windows (Rgui)","winMenus","utils","2122"
"3592","winMenuDelItem","User Menus under MS Windows (Rgui)","winMenus","utils","2122"
"3593","winMenuItems","User Menus under MS Windows (Rgui)","winMenus","utils","2122"
"3594","winMenuNames","User Menus under MS Windows (Rgui)","winMenus","utils","2122"
"3595","winProgressBar","Progress Bars under MS Windows","winProgressBar","utils","2124"
"3596","write.socket","Read from or Write to a Socket","read.socket","utils","2050"
"3597","write.table","Data Output","write.table","utils","2125"
"3598","writeClipboard","Read/Write to/from the Clipboard in MS Windows","clipboard","utils","1936"
"3599","wsbrowser","Browse Objects in Environment","browseEnv","utils","1916"
"3600","xedit","Invoke a Text Editor","edit","utils","1958"
"3601","xemacs","Invoke a Text Editor","edit","utils","1958"
"3602","zip","Create Zip Archives","zip","utils","2128"
"3603","$.person","Persons","person","utils","2029"
"3604",".DollarNames","A Completion Generator for R","rcompgen","utils","2040"
"3605",".romans","Roman Numerals","roman","utils","2063"
"3606",".S3methods","List Methods for S3 Generic Functions or Classes","methods","utils","2013"
"3607","?","Documentation Shortcuts","Question","utils","2038"
"3608","??","Search the Help System","help.search","utils","1990"
"3609","[.getAnywhere","Retrieve an R Object, Including from a Namespace","getAnywhere","utils","1970"
"3610","[.person","Persons","person","utils","2029"
"3611","[[.hashtab","Hash Tables (Experimental)","hashtab","utils","1980"
"3612","bkde","Compute a Binned Kernel Density Estimate","bkde","KernSmooth","2133"
"3613","bkde2D","Compute a 2D Binned Kernel Density Estimate","bkde2D","KernSmooth","2134"
"3614","bkfe","Compute a Binned Kernel Functional Estimate","bkfe","KernSmooth","2136"
"3615","dpih","Select a Histogram Bin Width","dpih","KernSmooth","2137"
"3616","dpik","Select a Bandwidth for Kernel Density Estimation","dpik","KernSmooth","2138"
"3617","dpill","Select a Bandwidth for Local Linear Regression","dpill","KernSmooth","2139"
"3618","locpoly","Estimate Functions Using Local Polynomials","locpoly","KernSmooth","2141"
"3619","abbey","Determinations of Nickel Content","abbey","MASS","2143"
"3620","accdeaths","Accidental Deaths in the US 1973-1978","accdeaths","MASS","2143"
"3621","addterm","Try All One-Term Additions to a Model","addterm","MASS","2144"
"3622","addterm.default","Try All One-Term Additions to a Model","addterm","MASS","2144"
"3623","addterm.glm","Try All One-Term Additions to a Model","addterm","MASS","2144"
"3624","addterm.lm","Try All One-Term Additions to a Model","addterm","MASS","2144"
"3625","Aids2","Australian AIDS Survival Data","Aids2","MASS","2145"
"3626","Animals","Brain and Body Weights for 28 Species","Animals","MASS","2146"
"3627","anorexia","Anorexia Data on Weight Change","anorexia","MASS","2147"
"3628","anova.negbin","Likelihood Ratio Tests for Negative Binomial GLMs","anova.negbin","MASS","2147"
"3629","area","Adaptive Numerical Integration","area","MASS","2148"
"3630","as.character.fractions","Rational Approximation","fractions","MASS","2185"
"3631","as.fractions","Rational Approximation","fractions","MASS","2185"
"3632","bacteria","Presence of Bacteria after Drug Treatments","bacteria","MASS","2149"
"3633","bandwidth.nrd","Bandwidth for density() via Normal Reference Distribution","bandwidth.nrd","MASS","2150"
"3634","bcv","Biased Cross-Validation for Bandwidth Selection","bcv","MASS","2151"
"3635","beav1","Body Temperature Series of Beaver 1","beav1","MASS","2152"
"3636","beav2","Body Temperature Series of Beaver 2","beav2","MASS","2153"
"3637","biopsy","Biopsy Data on Breast Cancer Patients","biopsy","MASS","2155"
"3638","birthwt","Risk Factors Associated with Low Infant Birth Weight","birthwt","MASS","2156"
"3639","Boston","Housing Values in Suburbs of Boston","Boston","MASS","2157"
"3640","boxcox","Box-Cox Transformations for Linear Models","boxcox","MASS","2158"
"3641","boxcox.default","Box-Cox Transformations for Linear Models","boxcox","MASS","2158"
"3642","boxcox.formula","Box-Cox Transformations for Linear Models","boxcox","MASS","2158"
"3643","boxcox.lm","Box-Cox Transformations for Linear Models","boxcox","MASS","2158"
"3644","cabbages","Data from a cabbage field trial","cabbages","MASS","2159"
"3645","caith","Colours of Eyes and Hair of People in Caithness","caith","MASS","2160"
"3646","Cars93","Data from 93 Cars on Sale in the USA in 1993","Cars93","MASS","2160"
"3647","cats","Anatomical Data from Domestic Cats","cats","MASS","2162"
"3648","cement","Heat Evolved by Setting Cements","cement","MASS","2162"
"3649","chem","Copper in Wholemeal Flour","chem","MASS","2163"
"3650","coef.lda","Linear Discriminant Analysis","lda","MASS","2205"
"3651","con2tr","Convert Lists to Data Frames for use by lattice","con2tr","MASS","2163"
"3652","confint.glm","Confidence Intervals for Model Parameters","confint","MASS","1371"
"3653","confint.nls","Confidence Intervals for Model Parameters","confint","MASS","1371"
"3654","confint.profile.glm","Confidence Intervals for Model Parameters","confint","MASS","1371"
"3655","confint.profile.nls","Confidence Intervals for Model Parameters","confint","MASS","1371"
"3656","contr.sdif","Successive Differences Contrast Coding","contr.sdif","MASS","2165"
"3657","coop","Co-operative Trial in Analytical Chemistry","coop","MASS","2166"
"3658","corresp","Simple Correspondence Analysis","corresp","MASS","2167"
"3659","corresp.data.frame","Simple Correspondence Analysis","corresp","MASS","2167"
"3660","corresp.default","Simple Correspondence Analysis","corresp","MASS","2167"
"3661","corresp.factor","Simple Correspondence Analysis","corresp","MASS","2167"
"3662","corresp.formula","Simple Correspondence Analysis","corresp","MASS","2167"
"3663","corresp.matrix","Simple Correspondence Analysis","corresp","MASS","2167"
"3664","corresp.xtabs","Simple Correspondence Analysis","corresp","MASS","2167"
"3665","cov.mcd","Resistant Estimation of Multivariate Location and Scatter","cov.rob","MASS","2168"
"3666","cov.mve","Resistant Estimation of Multivariate Location and Scatter","cov.rob","MASS","2168"
"3667","cov.rob","Resistant Estimation of Multivariate Location and Scatter","cov.rob","MASS","2168"
"3668","cov.trob","Covariance Estimation for Multivariate t Distribution","cov.trob","MASS","2170"
"3669","cpus","Performance of Computer CPUs","cpus","MASS","2171"
"3670","crabs","Morphological Measurements on Leptograpsus Crabs","crabs","MASS","2172"
"3671","Cushings","Diagnostic Tests on Patients with Cushing's Syndrome","Cushings","MASS","2173"
"3672","DDT","DDT in Kale","DDT","MASS","2173"
"3673","deaths","Monthly Deaths from Lung Diseases in the UK","deaths","MASS","2174"
"3674","denumerate","Transform an Allowable Formula for 'loglm' into one for 'terms'","denumerate","MASS","2174"
"3675","denumerate.formula","Transform an Allowable Formula for 'loglm' into one for 'terms'","denumerate","MASS","2174"
"3676","dose.p","Predict Doses for Binomial Assay model","dose.p","MASS","2175"
"3677","drivers","Deaths of Car Drivers in Great Britain 1969-84","drivers","MASS","2176"
"3678","dropterm","Try All One-Term Deletions from a Model","dropterm","MASS","2176"
"3679","dropterm.default","Try All One-Term Deletions from a Model","dropterm","MASS","2176"
"3680","dropterm.glm","Try All One-Term Deletions from a Model","dropterm","MASS","2176"
"3681","dropterm.lm","Try All One-Term Deletions from a Model","dropterm","MASS","2176"
"3682","eagles","Foraging Ecology of Bald Eagles","eagles","MASS","2178"
"3683","epil","Seizure Counts for Epileptics","epil","MASS","2179"
"3684","eqscplot","Plots with Geometrically Equal Scales","eqscplot","MASS","2180"
"3685","extractAIC.gls","Choose a model by AIC in a Stepwise Algorithm","stepAIC","MASS","2270"
"3686","extractAIC.lme","Choose a model by AIC in a Stepwise Algorithm","stepAIC","MASS","2270"
"3687","family.negbin","Fit a Negative Binomial Generalized Linear Model","glm.nb","MASS","2194"
"3688","farms","Ecological Factors in Farm Management","farms","MASS","2181"
"3689","fgl","Measurements of Forensic Glass Fragments","fgl","MASS","2182"
"3690","fitdistr","Maximum-likelihood Fitting of Univariate Distributions","fitdistr","MASS","2183"
"3691","forbes","Forbes' Data on Boiling Points in the Alps","forbes","MASS","2184"
"3692","fractions","Rational Approximation","fractions","MASS","2185"
"3693","GAGurine","Level of GAG in Urine of Children","GAGurine","MASS","2186"
"3694","galaxies","Velocities for 82 Galaxies","galaxies","MASS","2187"
"3695","gamma.dispersion","Calculate the MLE of the Gamma Dispersion Parameter in a GLM Fit","gamma.dispersion","MASS","2187"
"3696","gamma.shape","Estimate the Shape Parameter of the Gamma Distribution in a GLM Fit","gamma.shape.glm","MASS","2188"
"3697","gamma.shape.glm","Estimate the Shape Parameter of the Gamma Distribution in a GLM Fit","gamma.shape.glm","MASS","2188"
"3698","gehan","Remission Times of Leukaemia Patients","gehan","MASS","2189"
"3699","genotype","Rat Genotype Data","genotype","MASS","2190"
"3700","geyser","Old Faithful Geyser Data","geyser","MASS","2191"
"3701","gilgais","Line Transect of Soil in Gilgai Territory","gilgais","MASS","2192"
"3702","ginv","Generalized Inverse of a Matrix","ginv","MASS","2193"
"3703","glm.convert","Change a Negative Binomial fit to a GLM fit","glm.convert","MASS","2193"
"3704","glm.nb","Fit a Negative Binomial Generalized Linear Model","glm.nb","MASS","2194"
"3705","glmmPQL","Fit Generalized Linear Mixed Models via PQL","glmmPQL","MASS","2195"
"3706","hills","Record Times in Scottish Hill Races","hills","MASS","2196"
"3707","hist.FD","Plot a Histogram with Automatic Bin Width Selection","hist.scott","MASS","2197"
"3708","hist.scott","Plot a Histogram with Automatic Bin Width Selection","hist.scott","MASS","2197"
"3709","housing","Frequency Table from a Copenhagen Housing Conditions Survey","housing","MASS","2198"
"3710","huber","Huber M-estimator of Location with MAD Scale","huber","MASS","2199"
"3711","hubers","Huber Proposal 2 Robust Estimator of Location and/or Scale","hubers","MASS","2200"
"3712","immer","Yields from a Barley Field Trial","immer","MASS","2201"
"3713","Insurance","Numbers of Car Insurance claims","Insurance","MASS","2202"
"3714","is.fractions","Rational Approximation","fractions","MASS","2185"
"3715","isoMDS","Kruskal's Non-metric Multidimensional Scaling","isoMDS","MASS","2203"
"3716","kde2d","Two-Dimensional Kernel Density Estimation","kde2d","MASS","2204"
"3717","lda","Linear Discriminant Analysis","lda","MASS","2205"
"3718","lda.data.frame","Linear Discriminant Analysis","lda","MASS","2205"
"3719","lda.default","Linear Discriminant Analysis","lda","MASS","2205"
"3720","lda.formula","Linear Discriminant Analysis","lda","MASS","2205"
"3721","lda.matrix","Linear Discriminant Analysis","lda","MASS","2205"
"3722","ldahist","Histograms or Density Plots of Multiple Groups","ldahist","MASS","2207"
"3723","leuk","Survival Times and White Blood Counts for Leukaemia Patients","leuk","MASS","2209"
"3724","lm.gls","Fit Linear Models by Generalized Least Squares","lm.gls","MASS","2210"
"3725","lm.ridge","Ridge Regression","lm.ridge","MASS","2211"
"3726","lmsreg","Resistant Regression","lqs","MASS","2215"
"3727","lmwork","Extract Standardized Residuals from a Linear Model","stdres","MASS","2269"
"3728","logLik.negbin","Fit a Negative Binomial Generalized Linear Model","glm.nb","MASS","2194"
"3729","loglm","Fit Log-Linear Models by Iterative Proportional Scaling","loglm","MASS","2212"
"3730","logtrans","Estimate log Transformation Parameter","logtrans","MASS","2214"
"3731","logtrans.default","Estimate log Transformation Parameter","logtrans","MASS","2214"
"3732","logtrans.formula","Estimate log Transformation Parameter","logtrans","MASS","2214"
"3733","logtrans.lm","Estimate log Transformation Parameter","logtrans","MASS","2214"
"3734","lqs","Resistant Regression","lqs","MASS","2215"
"3735","lqs.default","Resistant Regression","lqs","MASS","2215"
"3736","lqs.formula","Resistant Regression","lqs","MASS","2215"
"3737","ltsreg","Resistant Regression","lqs","MASS","2215"
"3738","mammals","Brain and Body Weights for 62 Species of Land Mammals","mammals","MASS","2218"
"3739","Math.fractions","Rational Approximation","fractions","MASS","2185"
"3740","mca","Multiple Correspondence Analysis","mca","MASS","2219"
"3741","mcycle","Data from a Simulated Motorcycle Accident","mcycle","MASS","2220"
"3742","Melanoma","Survival from Malignant Melanoma","Melanoma","MASS","2220"
"3743","menarche","Age of Menarche in Warsaw","menarche","MASS","2221"
"3744","michelson","Michelson's Speed of Light Data","michelson","MASS","2222"
"3745","minn38","Minnesota High School Graduates of 1938","minn38","MASS","2222"
"3746","model.frame.lda","Linear Discriminant Analysis","lda","MASS","2205"
"3747","model.frame.qda","Quadratic Discriminant Analysis","qda","MASS","2250"
"3748","motors","Accelerated Life Testing of Motorettes","motors","MASS","2223"
"3749","muscle","Effect of Calcium Chloride on Muscle Contraction in Rat Hearts","muscle","MASS","2224"
"3750","mvrnorm","Simulate from a Multivariate Normal Distribution","mvrnorm","MASS","2225"
"3751","negative.binomial","Family function for Negative Binomial GLMs","negative.binomial","MASS","2226"
"3752","newcomb","Newcomb's Measurements of the Passage Time of Light","newcomb","MASS","2227"
"3753","nlschools","Eighth-Grade Pupils in the Netherlands","nlschools","MASS","2227"
"3754","npk","Classical N, P, K Factorial Experiment","npk","MASS","2228"
"3755","npr1","US Naval Petroleum Reserve No. 1 data","npr1","MASS","2229"
"3756","Null","Null Spaces of Matrices","Null","MASS","2230"
"3757","oats","Data from an Oats Field Trial","oats","MASS","2231"
"3758","OME","Tests of Auditory Perception in Children with OME","OME","MASS","2232"
"3759","Ops.fractions","Rational Approximation","fractions","MASS","2185"
"3760","painters","The Painter's Data of de Piles","painters","MASS","2234"
"3761","pairs.lda","Produce Pairwise Scatterplots from an 'lda' Fit","pairs.lda","MASS","2235"
"3762","pairs.profile","Plotting Functions for 'profile' Objects","plot.profile","MASS","2240"
"3763","parcoord","Parallel Coordinates Plot","parcoord","MASS","2236"
"3764","petrol","N. L. Prater's Petrol Refinery Data","petrol","MASS","2237"
"3765","phones","Belgium Phone Calls 1950-1973","phones","MASS","3002"
"3766","Pima.te","Diabetes in Pima Indian Women","Pima.tr","MASS","2238"
"3767","Pima.tr","Diabetes in Pima Indian Women","Pima.tr","MASS","2238"
"3768","Pima.tr2","Diabetes in Pima Indian Women","Pima.tr","MASS","2238"
"3769","plot.lda","Plot Method for Class 'lda'","plot.lda","MASS","2239"
"3770","plot.mca","Plot Method for Objects of Class 'mca'","plot.mca","MASS","2240"
"3771","plot.profile","Plotting Functions for 'profile' Objects","plot.profile","MASS","2240"
"3772","plot.ridgelm","Ridge Regression","lm.ridge","MASS","2211"
"3773","polr","Ordered Logistic or Probit Regression","polr","MASS","2241"
"3774","predict.glmmPQL","Predict Method for glmmPQL Fits","predict.glmmPQL","MASS","2244"
"3775","predict.lda","Classify Multivariate Observations by Linear Discrimination","predict.lda","MASS","2245"
"3776","predict.lqs","Predict from an lqs Fit","predict.lqs","MASS","2246"
"3777","predict.mca","Predict Method for Class 'mca'","predict.mca","MASS","2247"
"3778","predict.qda","Classify from Quadratic Discriminant Analysis","predict.qda","MASS","2248"
"3779","predict.rlm","Robust Fitting of Linear Models","rlm","MASS","2255"
"3780","print.fractions","Rational Approximation","fractions","MASS","2185"
"3781","print.gamma.shape","Estimate the Shape Parameter of the Gamma Distribution in a GLM Fit","gamma.shape.glm","MASS","2188"
"3782","print.glm.dose","Predict Doses for Binomial Assay model","dose.p","MASS","2175"
